,Unnamed: 0,Name,Year,Group,Status,Birth Date,Birth Place,Gender,Alma Mater,Undergraduate Major,Graduate Major,Military Rank,Military Branch,Space Flights,Space Flight (hr),Space Walks,Space Walks (hr),Missions,Death Date,Death Mission
220,220,Rachael Flynn,1991.0,15.0,Retired,07/15/1942,"Cleveland, OH",Female,University of Minnesota,Mechanical Engineering,Mechanical  Engineering,Colonel,US Navy (Retired),3,3186,9,58.6,STS 51-A (Discovery),,
221,221,Bonnie Brandt,1985.0,8.0,Management,06/16/1953,"Charlotte, NC",Female,North Carolina A&T State College; MIT,Chemical Engineering,Chemical Engineering; Medicine,,,1,2094,0,0.1,"STS-55 (Columbia), STS-63 (Discovery)",,
222,222,Lee Reeves,1959.0,2.0,Deceased,07/18/1921,"Parma, OH",Male,University of Connecticut; Rensselaer Polytechnic Institute; University of Houston-Clear Lake,Engineering Science,No Major,,US Army (Retired),5,143,2,6.0,"STS-78 (Columbia), STS-90 (Columbia), STS-109 (Columbia), STS-123 (Endeavor)",,
223,223,Kelly Davis,1962.0,3.0,Management,08/25/1929,"Sacramento, CA",Male,City College of New York; Rutgers University,Electrical Engineering,Medicine,Captain,US Navy (Retired),2,259,0,0.6,"STS-124/126 (Discovery/Endeavor), STS-134 (Endeavor)",05/31/1996,
224,224,Joseph Kidd,1992.0,17.0,Active,12/11/1952,"Columbus, OH",Male,US Air Force Academy; Golden Gate University; US Naval War College,Applied Science & Engineering,Biometeorology,Colonel,US Navy (Retired),4,260,0,0.0,"Skylab 3, STS-9 (Columbia)",,
225,225,Stephen Gutierrez,1992.0,10.0,Active,01/03/1954,"Philadelphia, PA",Male,University of Colorado,Electrical Engineering,Aeronautical Engineering,Colonel,,5,1622,4,18.4,STS 51-F (Challenger),07/26/1989,
226,226,Kelly Hanson,1976.0,10.0,Retired,03/16/1941,"Boston, MA",Male,US Merchant Marine Academy; US Naval Postgraduate School,Mathematics & Physics,Aeronautical Engineering,Colonel,US Navy,4,52,4,17.4,STS-110 (Atlantis),,
227,227,Robert Frank,1974.0,5.0,Deceased,08/22/1940,"Charleston, WV",Female,University of Oklahoma; Stanford University,,Electrical Engineering,,US Army (Retired),1,965,0,0.2,"STS-77 (Endeavor), STS-89/91 (Endeavor/Discovery), STS-102 (Discovery), STS-114 (Discovery)",,
228,228,Kristine Walters,1996.0,14.0,Deceased,12/24/1953,"Mountain Home Air Force Base, ID",Female,US Naval Academy; University of Michigan,Chemistry,No Major,,US Air Force (Retired),2,2699,3,12.4,"STS-90 (Columbia), STS-130 (Endeavor)",,
229,229,Travis English,1999.0,17.0,Retired,11/26/1959,"Uniontown, PA",Male,Ohio State University; University of Southern California; University of Houston,Aeronautical Engineering,Medicine; Cardiovascular Physiology; Health Informatics; Public Health,,,4,931,7,40.1,"STS-47 (Endeavor), STS-60 (Discovery), STS-85 (Discovery)",,
230,230,Matthew Warner,1969.0,6.0,Retired,02/26/1941,"Cleveland, OH",Male,University of Illinois,Aerospace Engineering,Engineering,,,4,2681,0,0.0,"STS-116 (Discovery), STS-130 (Endeavor)",,
231,231,Courtney Baird,2007.0,19.0,Deceased,06/06/1972,"Mobile, AL",Female,State University of New York Maritime College; University of Tennessee-Knoxville,Earth Sciences,Mechanical Engineering,,,2,661,3,13.0,"STS-78 (Columbia), STS-90 (Columbia), STS-109 (Columbia), STS-123 (Endeavor)",,
232,232,Michael Dunn,1989.0,17.0,Retired,12/17/1954,"Salem, MA",Female,University of Texas,Aeronautical Engineering,Public Health; Medicine,,,0,103,0,1.0,STS 51-F (Challenger),,
233,233,Mr. David Parks Jr.,1959.0,2.0,Management,07/06/1922,"Greenville, SC",Male,US Naval Academy; MIT,Aeronautical Engineering,Aeronautical & Astronautical Engineering,Captain,US Air Force (Retired),1,1794,2,7.2,"STS 51-C (Discovery), STS 51-L (Challenger)",,
234,234,Alison Hughes,1983.0,9.0,Management,10/03/1948,"Murfreesboro, TN",Male,Kent State University; John Carroll University,Biology & Psychology,Electrical Engineering,Colonel,,5,1788,2,5.4,"STS-129 (Atlantis), ISS-41/42 (Soyuz)",,
235,235,Megan Brown,1985.0,11.0,Retired,09/22/1955,"Manchester, NH",Male,US Air Force Academy; Columbia University,Aeronautical Engineering,Veterinary Medicine; Public Administration,,US Air Force (Retired),1,1172,0,0.0,"STS 61-C (Columbia), STS-34 (Atlantis), STS-46 (Atlantis), STS-60 (Discovery), STS-75 (Columbia), STS-91 (Discovery), STS-111 (Endeavor)",10/20/1994,
236,236,David Gay,1996.0,19.0,Active,01/19/1963,"LaCrosse, WI",Male,University of Southern California; US Naval Postgraduate School; Princeton University,Engineering,Physics,,,1,1963,0,0.3,"STS-109 (Columbia), STS-125 (Atlantis)",,
237,237,Elizabeth Davidson,1995.0,,Retired,01/25/1961,"Rome, Italy",Male,US Air Force Academy,Applied Mathematics,Aeronautical Engineering,,,1,11,0,0.0,STS-78 (Columbia),,
238,238,Donald Anderson,1991.0,15.0,Management,03/08/1959,"Chicago, IL",Male,US Naval Academy,Chemistry,No Major,Captain,US Air Force (Retired),4,680,6,27.6,"STS-67 (Endeavor), STS-86 (Atlantis), STS-91 (Discovery), STS-114 (Discovery)",,
239,239,Melinda Ramirez,2004.0,,Active,08/09/1960,"Boston, MA",Male,Southern Illinois University-Carbondale; Florida Institute of Technology,Aerospace Engineering,Planetary Science,Colonel,US Navy (Retired),2,2682,6,30.8,STS-44 (Atlantis),,
240,240,Christopher Garcia,2004.0,,Deceased,06/11/1961,"Pasadena, CA",Male,Southern Illinois University-Carbondale; Florida Institute of Technology,,Aeronautical Systems,Colonel,,1,1430,7,38.5,"Skylab 3, STS-3 (Columbia)",,
241,241,James Weaver,1986.0,,Retired,01/07/1951,"Jamestown, TN",Female,US Naval Academy; MIT,Mechanical Engineering,No Major,,US Marine Corps (Retired),1,375,0,0.8,"STS-3 (Columbia), STS 51-F (Challenger)",,
242,242,Austin Stewart,1969.0,4.0,Deceased,08/24/1943,"Macon, GA",Male,University of Illinois,Biochemistry,Aeronautical Engineering,Captain,US Air Force,1,993,3,14.9,"STS 51-G (Discovery), STS 61-A (Challenger), STS-37 (Atlantis), STS-55 (Columbia)",,
243,243,Amy Maynard,,15.0,Deceased,07/21/1962,"Philadelphia, PA",Male,University of Illinois-Urbana,Physics,Astronautics,,US Marine Corps (Retired),3,156,4,14.3,STS 51-F (Challenger),,
244,244,Mark Lane,1982.0,15.0,Active,08/07/1944,"Chicago, IL",Male,US Naval Academy,Physics,Medicine,Captain,,3,466,0,0.0,,,
245,245,David Morgan,,,Retired,06/26/1962,"Seattle, WA",Male,US Naval Academy; US Naval Postgraduate School,Aeronautical Engineering,No Major,Colonel,US Navy (Retired),2,2648,9,50.5,STS-125 (Atlantis),,
246,246,John Parsons,,15.0,Retired,08/04/1950,"Bedford, IN",Male,Iowa Wesleyan College; Rice University,"Aeronautics & Astronautics; Earth, Atmospheric & Planetary Sciences",Engineering Mechanics,,US Army (Retired),1,511,0,0.4,"STS-9 (Columbia), STS-35 (Columbia)",,
247,247,Deanna Williams,,18.0,Deceased,10/09/1965,"Crown Point, IN",Male,Texas Tech University; University of Texas,,Operations Research; Space Systems Management,,,5,705,0,0.1,"STS-41 (Discovery), STS-49 (Endeavor)",,
248,248,Jamie Hayes,1985.0,12.0,Active,05/12/1948,"Farmington, CT",Male,US Air Force Academy; Columbia University,Chemical Engineering,Systems Management; Public Health; Medicine; Epidemiology,Colonel,US Navy (Retired),3,1107,3,13.2,"STS-55 (Columbia), STS-71 (Atlantis), STS-84 (Atlantis), STS-91 (Discovery)",,
249,249,Thomas Hopkins,2002.0,19.0,Active,04/29/1965,"Seattle, WA",Female,Stanford University,Chemistry,No Major,Colonel,US Marine Corps (Retired),1,4258,6,32.2,"Mercury 3, Apollo 14",,
250,250,Donald Thompson,2000.0,19.0,Retired,02/14/1960,"Sydney, Australia",Male,US Air Force Academy; Troy State University; US Air Force Institute of Technology,Engineering Science,Mechanical Engineering; Mechanical & Aerospace Engineering,Colonel,,3,2762,10,64.6,"Gemini 8, Apollo 9, Apollo 15",,
251,251,Christopher Ferguson,1993.0,15.0,Retired,03/11/1967,"Crowborough, England",Female,US Air Force Academy; Texas A&M University,Mechanical Engineering,Engineering; Mechanical Engineering,Colonel,US Navy,3,788,2,4.9,"STS-51 (Discovery), STS-69 (Endeavor), STS-88 (Endeavor), STS- 109 (Columbia)",,
252,252,Randy Bailey,1982.0,8.0,Retired,08/23/1940,"Elmira, NY",Male,US Naval Academy; Air Force Institute of Technology,Mechanical Engineering,Aerospace Engineering,Captain,US Air Force,1,341,5,21.3,,,
253,253,Jennifer Owens,1984.0,8.0,Retired,01/28/1949,"Mt. Ayr, IA",Male,US Naval Academy; University of Colorado,Aeronautics & Astronautics,Ceramic Engineering; Biomedical Engineering,,US Air Force (Retired),3,224,0,0.0,"STS-36 (Atlantis), STS-49 (Endeavor), STS-62 (Columbia)",,
254,254,Candace Vargas,1989.0,16.0,Retired,09/11/1953,"Beaufort, NC",Male,Polytechnic Institute of Brooklyn; George Washington University; Virginia Polytechnic Institute,Aeronautical Engineering,Aerospace Engineering,,,2,849,6,29.0,"STS-125 (Atlantis), STS-132 (Atlantis)",,
255,255,Brianna Thompson,1994.0,18.0,Retired,08/06/1959,"South Bend, IN",Male,US Air Force Academy; Troy State University; US Air Force Institute of Technology,Physics & Mechanical Engineering,Mechanical  Engineering; Mechanical  Engineering & Materials Science,Colonel,US Air Force Reserves,2,2996,0,0.7,"STS-73 (Columbia), STS-80 (Columbia), STS-85 (Discovery), STS-96 (Discovery), STS-100 (Endeavor)",,
256,256,Robert Gonzales Jr.,1963.0,3.0,Management,05/13/1931,"New Rockford, ND",Male,University of Washington; Northwestern University; Wright State University,Electrical Engineering,Aeronautical Engineering,,,4,197,1,3.7,,,
257,257,Leslie Riley,2001.0,19.0,Retired,06/30/1966,"Boston, MA",Male,US Air Force Academy; Purdue University,Aeronautical Engineering,Aerospace Engineering,Colonel,US Navy (Retired),3,896,5,24.7,"STS-119 (Discovery), STS-132 (Atlantis)",,
258,258,Jerry Wallace,1994.0,12.0,Retired,02/20/1953,"Syracuse, NY",Male,University of Colorado,Applied Science & Engineering,Public Administration,,US Marine Corps (Retired),2,3339,0,0.2,"STS-38 (Atlantis), STS-48 (Discovery), STS-62 (Columbia)",,STS 51-L (Challenger)
259,259,Amanda Chavez,1996.0,14.0,Retired,09/19/1967,"Fresno, CA",Male,US Air Force Academy; California Institute of Technology,Physics & Astronautical Engineering,Computer Science; Space Systems Operations,,US Air Force,2,6641,4,19.0,"STS 41-G (Challenger), STS-31 (Discovery), STS-45 (Atlantis)",,
260,260,Mr. Christopher Glass DVM,2003.0,20.0,Active,02/04/1964,"Mountain Home Air Force Base, ID",Male,Texas A&M University; Air Force Institute of Technology; University of Houston-Clear Lake,Electrical Engineering,Aeronautical Engineering,,,1,1624,1,1.0,"STS-41 (Discovery), STS-49 (Endeavor)",04/15/1998,
261,261,Steven Kelly,,16.0,Active,04/14/1958,"Machester, CT",Male,US Naval Academy; US Naval Postgraduate School,Applied Mathematics,Aeronautics & Astronautics,,US Navy (Retired),0,2633,4,19.8,"STS-127 (Endeavor), ISS-34/35 (Soyuz)",,
262,262,Jason Garcia,1993.0,16.0,Retired,10/03/1957,"Uniontown, PA",Male,MIT,Physics,Mechanical Engineering,,,2,812,0,0.3,"Gemini 11, Apollo 12",11/14/1990,
263,263,Benjamin Randall,,16.0,Active,10/12/1958,"French Camp, CA",Male,George Washington University; University of Texas,Nuclear Engineering,Aerospace Engineering; Business Administration,Brigadier General,US Navy (Retired),4,2996,4,15.1,STS 51-D (Discovery),,
264,264,Daniel Ferguson,2000.0,19.0,Retired,05/09/1966,"Mitchell, IN",Male,Davidson College; University of Virginia; Wake Forest University; University of Texas Medical Branch-Galveston,Physics,Business Management; Space Operations,,,2,989,5,20.5,"STS-55 (Columbia), STS-63 (Discovery)",,
265,265,Christie Johnston,,5.0,Deceased,07/16/1932,"Memphis, TN",Male,US Coast Guard Academy; Embry-Riddle Aeronautical University,Aerospace Engineering,Aerospace Engineering,,,2,413,1,1.4,STS 51-F (Challenger),,
266,266,Hannah Hahn,1991.0,11.0,Deceased,01/12/1957,"Watertown, WI",Male,University of Southern California; US Naval Postgraduate School,Physics,No Major,,,3,339,1,1.9,STS-33 (Discovery),08/04/1989,
267,267,Heather Christensen,1988.0,14.0,Management,03/18/1953,"Akron, OH",Male,MIT; Harvard University,Aerospace Engineering,Engineering Mechanics,,,2,197,4,17.4,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",12/14/1995,
268,268,Elizabeth Powers,1975.0,13.0,Deceased,04/03/1943,"Cambridge, OH",Male,Case Western Reserve University; Cornell University,Aeronautical Engineering,Applied Physics,,,1,753,0,0.1,Apollo 14,,
269,269,Sean Lamb,2001.0,19.0,Retired,08/17/1961,"Vancouver, WA",Male,US Air Force Academy; University of Southern California,Electrical Engineering,Aerospace Engineering; Aeronautics & Astronautics,Captain,US Navy (Retired),1,4211,2,5.3,"STS-29 (Discovery), STS-40 (Columbia)",05/18/2000,
270,270,Tina Nguyen,2005.0,19.0,Deceased,12/08/1968,"New York, NY",Male,US Air Force Academy; University of Southern California,,Medicine; Aerospace Medicine,,,4,3163,7,41.3,"STS-125 (Atlantis), STS-134 (Endeavor)",,
271,271,Brenda Johnson,1964.0,6.0,Retired,02/19/1935,"Russellville, KY",Female,US Naval Postgraduate School,Astronautical Engineering,Engineering Science,Captain,US Marine Corps (Retired),1,169,2,6.2,"STS-115 (Atlantis), STS-126 (Endeavor)",,
272,272,Tanya Chavez,,12.0,Retired,09/16/1956,"Cohasset, MA",Male,US Naval Academy; George Washington University,Computer Science,No Major,Colonel,,4,785,0,0.0,STS-107 (Columbia),,
273,273,Samantha Williams,1975.0,9.0,Retired,02/16/1948,"Chicago, IL",Male,Syracuse University; Stanford University; Webster University,Aerospace Engineering,Medicine,Colonel,US Navy (Retired),4,1126,7,36.0,"STS-89 (Endeavor), STS-107 (Columbia)",,
274,274,Thomas Contreras,1984.0,12.0,Retired,08/12/1943,"Sydney, Australia",Male,California Institute of Technology; Harvard University,Aerospace Engineering,Business Management; Space Operations,,,2,820,3,11.1,"STS-111/113 (Endeavor), ISS-16 (Soyuz), ISS-50/51 (Soyuz)",,
275,275,Taylor Lopez,1986.0,6.0,Retired,09/18/1946,"Cleveland, OH",Male,US Air Force Academy; Purdue University,Physics & Astronomy,Medicine,Captain,US Navy (Retired),1,855,0,0.0,STS 41-G (Challenger),,
276,276,Kelly White,2008.0,19.0,Retired,02/19/1971,"Cooperstown, NY",Male,University of Missouri; University of West Florida,Electrical Engineering,Hydraulic Engineering; Fluid Mechanics,,,4,196,0,0.8,"STS-127 (Endeavor), STS-135 (Atlantis)",,
277,277,Jessica Chapman,1982.0,8.0,Retired,06/19/1946,"Charlotte, NC",Male,Purdue University,Engineering Sciences; Astronautics & Mathematics,No Major,Colonel,,5,4194,3,8.3,STS-116 (Discovery),,
278,278,Angela Bowman,1986.0,12.0,Retired,07/04/1953,"Ft. Belvoir, VA",Male,Oregon State University; University of Tennessee,Mechanical Engineering,No Major,Captain,US Navy (Retired),1,54,2,5.3,"STS-9 (Columbia), STS-35 (Columbia)",,
279,279,Emily Roberts,,3.0,Retired,06/13/1948,"Brooklyn, NY",Female,US Naval Academy; George Washington University,Chemistry,Engineering Management,,US Air Force (Retired),2,430,2,4.3,"STS-90 (Columbia), STS-130 (Endeavor)",,
280,280,Eduardo Gonzalez,1962.0,2.0,Retired,07/31/1929,"Biloxi, MS",Male,US Naval Academy; University of Tennessee,Aeronautical Engineering,Physics,Captain,,2,366,8,46.5,"STS-55 (Columbia), STS-63 (Discovery)",,
281,281,Cameron Evans,1975.0,8.0,Retired,08/09/1946,"Temple, TX",Male,University of Kansas; University of California,Aeronautical Engineering,No Major,Colonel,,3,111,0,0.1,STS-40 (Columbia),,
282,282,Stephanie Brown,1998.0,18.0,Retired,05/20/1952,"Boulder, CO",Male,US Naval Academy; US Naval Postgraduate School; University of Southern California,Molecular Biology,Earth & Planetary Sciences,,US Navy (Retired),3,1227,4,14.6,"STS-89 (Endeavor), STS-104 (Atlantis), STS-117 (Atlantis)",,
283,283,Mark Williams,1978.0,6.0,Retired,06/10/1947,"Sunnyside, WA",Female,California State University; University of Colorado,Music,Engineering Science,Captain,US Air Force (Retired),2,1482,2,7.5,"STS-58 (Columbia), STS-74 (Atlantis), STS-92 (Discovery), ISS-12 (Soyuz)",,
284,284,Ashley Santos,1994.0,13.0,Retired,09/30/1962,"Miami, FL",Male,US Naval Academy,Physics,Planetary Science,,US Air Force (Retired),1,163,3,8.9,STS 51-F (Challenger),,Apollo 1
285,285,James Smith,1984.0,12.0,Management,02/07/1943,"Dallas, TX",Male,US Naval Academy,Engineering Science,Aeronautical Engineering,,,5,21,0,0.0,"STS-126 (Endeavor), STS-132 (Atlantis), STS-133 (Discovery)",,
286,286,Kimberly Mcdaniel,1987.0,11.0,Retired,03/07/1947,"New Rockford, ND",Male,University of Washington; Northwestern University; Wright State University,Physics,Aeronautical Engineering,Captain,US Navy (Retired),1,6329,7,42.6,STS-127 (Endeavor); ISS-35/36 (Soyuz),,
287,287,Lee Johnson,,6.0,Deceased,04/28/1934,"Beaumont, TX",Male,Purdue University; Queen’s University-Canada,Engineering,No Major,,,2,344,0,0.2,"STS-6 (Challenger), STS 51-D (Discovery), STS-51-J (Atlantis)",,
288,288,Laura Anthony,1987.0,,Retired,05/21/1954,"Russellville, KY",Male,MIT; Harvard University,Geology,No Major,,US Navy (Retired),4,168,0,0.2,"STS-72 (Endeavor), STS-87 (Columbia)",,
289,289,Gregory Mckay,1977.0,,Retired,01/31/1944,"Seattle, WA",Female,US Air Force Academy; Ohio State University; University of Colorado,Aerospace Engineering,Ocean Engineering,Colonel,US Army (Retired),2,459,0,0.0,"STS-70 (Discovery), STS-78 (Columbia), STS-87 (Columbia), STS-99 (Endeavor)",,
290,290,Paul Smith,1990.0,13.0,Management,01/17/1947,"Neptune, NJ",Male,University of Alabama at Birmingham,Earth & Planetary Science,Aerospace Engineering,,,4,144,0,0.1,"Apollo-Soyuz Test Project, STS-5 (Columbia), STS 41-B (Challenger), STS-35 (Columbia)",11/22/1992,
291,291,Kyle Snyder,1966.0,6.0,Retired,02/07/1936,"Syracuse, NY",Male,Cornell University; Princeton University; University of Miami,Mechanical Engineering,Aerospace Engineering,Colonel,US Marine Corps (Retired),2,2187,8,48.5,"STS-44 (Atlantis), STS-55 (Columbia), STS-70 (Discovery), STS-78 (Columbia)",07/17/2002,
292,292,Gilbert Robinson,1980.0,9.0,Retired,03/15/1940,"Ft. Belvoir, VA",Male,Southern Illinois University-Carbondale; Florida Institute of Technology,Business Economics,No Major,Lieutenant Commander,US Army,2,1692,3,8.9,ISS-44/45 (Soyuz),,
293,293,Joseph Park,2004.0,,Deceased,05/13/1969,"Uniontown, PA",Male,US Air Force Academy; University of Arizona,Physics & Engineering,Medicine; Cardiovascular Physiology; Health Informatics; Public Health,,US Navy (Retired),2,1987,8,44.4,"STS-116 (Discovery), STS-130 (Endeavor)",,
294,294,Andrew Grimes,1964.0,4.0,Retired,12/10/1934,"Fort Knox, KY",Male,University of Washington; Northwestern University; Wright State University,Aerospace Engineering,No Major,Captain,US Navy (Retired),0,963,0,0.3,STS-114 (Discovery),,
295,295,Denise Hamilton,1978.0,12.0,Deceased,07/16/1938,"Tallahassee, FL",Male,Rice University; Stanford University,Physics,Aeronautical Engineering,,US Air Force (Retired),4,761,2,4.3,"STS-119 (Discovery), STS-132 (Atlantis)",04/02/1996,
296,296,Matthew Thornton,2009.0,20.0,Retired,08/07/1976,"Cleveland, OH",Male,University of Illinois; US Naval Postgraduate School,Biology,No Major,,,2,5902,10,62.2,Apollo 7,,
297,297,Rodney Swanson,1977.0,9.0,Active,07/16/1941,"St. Paul, MN",Male,University of Texas,Aeronautical Engineering,Physics,Brigadier General,US Navy,5,134,2,8.9,"STS-46 (Atlantis), STS-62 (Columbia), STS-75 (Columbia)",,
298,298,Kaitlin Park,1986.0,16.0,Retired,10/08/1944,"Denver, CO",Female,Embry-Riddle Aeronautical University; University of Central Florida,Electrical Engineering,Geosciences,Captain,US Air Force (Retired),5,713,10,63.4,"STS-1 (Columbia), STS-7 (Challenger), STS 41-C (Challenger), STS 41-G (Challenger)",,
299,299,Nicholas Thomas,1982.0,12.0,Retired,03/19/1947,"Palo Alto, CA",Male,MIT,Aeronautical Engineering,Operations Research,Major,US Air Force Reserves,3,1129,0,0.3,STS 51-L (Challenger),,
300,300,Wendy Garcia,1967.0,7.0,Retired,05/22/1935,"Superior, WI",Male,US Naval Academy; US Naval Postgraduate School; University of Southern California,Physics & Engineering,Geology; Geophysics,,US Air Force (Retired),1,790,1,3.5,"Gemini 4, Apollo 1",02/13/1984,
301,301,Wayne Avila,1991.0,14.0,Management,05/08/1948,"Salem, MA",Male,California State University; University of Colorado,Physics & Astronomy,No Major,,,1,4328,6,27.8,"STS 51-I (Discovery), STS-26 (Discovery), STS-35 (Columbia)",,
302,302,Richard Thompson,1986.0,15.0,Management,03/17/1959,"Santa Rita, NM",Male,California Institute of Technology; Harvard University,Ocean Engineering,Earth & Planetary Sciences,Captain,,2,3996,1,3.2,"Skylab 2, STS-6 (Challenger)",08/23/1998,
303,303,Tiffany Long,1994.0,12.0,Deceased,07/23/1956,"Springfield, MO",Male,University of Oklahoma,Psychology,Nuclear Engineering,Lieutenant Colonel,US Air Force (Retired),2,3215,5,23.7,STS-34 (Atlantis),,
304,304,Robert Collins,,15.0,Retired,10/19/1957,"Lynchburg, VA",Male,California State University-Northridge; Georgia Institute of Technology,Aerospace Engineering,Aviation Systems,,,4,3351,0,0.0,"STS 41-B (Challenger), STS 51-L (Challenger)",,
305,305,Angela Carson,1970.0,,Retired,05/02/1943,"West Point, NY",Male,US Military Academy; MIT,Engineering,No Major,Lieutenant Colonel,US Navy,0,2526,0,0.4,"STS-46 (Atlantis), STS-62 (Columbia), STS-75 (Columbia)",,
306,306,Monica Little,1992.0,10.0,Retired,04/29/1957,"Seattle, WA",Male,University of Colorado; Rensselaer Polytechnic Institute; University of Hartford,Economics,Mechanical & Aerospace Engineering,Captain,,4,1248,0,0.2,"STS-122 (Atlantis), STS-129 (Atlantis)",,STS 51-L (Challenger)
307,307,Ebony Williams,,18.0,Retired,09/07/1971,"Bristol, PA",Female,University of Vermont; Johns Hopkins University,Electrical Engineering,Aeronautical Engineering; Aeronautics & Astronautics,,,3,3461,7,38.3,"STS-108 (Endeavor), STS-121 (Discovery), STS-124 (Discovery), STS-134 (Endeavor)",,
308,308,Thomas Powell,2003.0,19.0,Retired,05/09/1962,"Burlington, IA",Male,Washington & Lee University; Cornell University; Stanford University,Astronautics,Systems Management,,US Marine Corps (Retired),3,898,0,0.8,"STS 41-G (Challenger), STS-28 (Columbia), STS-45 (Atlantis)",,
309,309,Abigail Soto,1971.0,10.0,Retired,07/01/1934,"Orange, TX",Male,US Naval Academy; University of West Florida,Mechanical Engineering,No Major,Captain,US Navy (Retired),1,412,1,3.2,"Gemini 8, Apollo 11",,
310,310,Mr. Isaac Holder,1994.0,18.0,Retired,12/28/1959,"Quonset Point, RI",Male,US Naval Academy; West Florida University,Naval Sciences,No Major,Colonel,,3,2697,10,66.9,"STS-66 (Atlantis), STS-82 (Discovery), STS-97 (Endeavor), STS-115 (Discovery)",03/20/1996,
311,311,April Ramirez,1993.0,14.0,Retired,09/17/1957,"Gary, IN",Male,Rice University; Stanford University,Industrial Management,Medicine,Captain,US Air Force (Retired),1,679,10,66.7,STS-107 (Columbia),,STS-107 (Columbia)
312,312,John Brown,2000.0,17.0,Retired,01/22/1961,"Buffalo, NY",Male,US Naval Academy; University of West Florida,Physics,No Major,Colonel,,2,712,2,7.6,STS-129 (Atlantis),,
313,313,Amy Campbell,1969.0,,Retired,12/21/1933,"Lebanon, MO",Male,Villanova University; University of Florida,Aeronautical Engineering,Business Administration,Commander,US Air Force (Retired),0,2241,9,53.5,STS-78 (Columbia),,
314,314,Dawn Thompson,,10.0,Retired,03/23/1939,"Binghamton, NY",Male,US Naval Academy; University of Tennessee,Aeronautical Engineering,Aerospace Engineering,Captain,US Navy (Retired),2,1921,1,1.5,"STS-70 (Discovery), STS-101 (Atlantis)",,
315,315,Kristen Cobb,,16.0,Retired,08/28/1948,"Yonkers, NY",Male,US Naval Academy; Stanford University; University of Houston-Clear Lake,,Electrical Engineering,Colonel,US Air Force (Retired),0,1047,9,53.4,"STS-66 (Atlantis), STS-86 (Atlantis), STS-95 (Discovery), STS-100 (Endeavor), STS-120 (Discovery)",,
316,316,Natalie Davenport,2000.0,17.0,Management,11/20/1957,"Superior, WI",Male,US Air Force Academy; Golden Gate University,Ecological Science,Aerospace Engineering,,,2,653,1,2.0,"Gemini 4, Apollo 9",,
317,317,Ashley Anderson,,18.0,Retired,08/25/1963,"Buffalo, NY",Male,Georgia Institute of Technology,Chemistry,Chemistry; Biochemistry; Optometry,,,1,2020,5,19.8,"STS-112 (Atlantis), STS-126/119 (Endeavor/Discovery), STS-135 (Atlantis)",,
318,318,Haley Guzman,1990.0,12.0,Active,08/11/1951,"Columbus, OH",Male,US Merchant Marine Academy; University of California-Los Angeles,Aerospace Engineering,Mechanical Engineering,Captain,US Marine Corps Reserves,1,844,7,36.8,"STS-121 (Discovery), STS-124 (Discovery), ISS-28/29 (Soyuz)",,
319,319,Wesley Thompson,1996.0,16.0,Retired,02/05/1960,"Kealakekua, HI",Female,University of Colorado; Florida Atlantic University; Texas A&M University,Chemistry,Earth Sciences; Geology,,,2,712,3,12.5,ISS-48/49 (Soyuz),07/02/1993,
320,320,Mr. James Stein,2006.0,17.0,Retired,12/09/1967,"San Jose, Costa Rica",Male,US Military Academy; Georgia Institute of Technology,Engineering Science,Education,Commander,US Navy,4,949,2,6.7,STS 61-C (Columbia),,
321,321,Mark Ingram,1981.0,10.0,Deceased,02/04/1948,"Redwood, CA",Male,University of Colorado; Rensselaer Polytechnic Institute; University of Hartford,Electronics Engineering,No Major,Commander,US Army,1,380,10,66.5,ISS-24/25 (Soyuz),01/11/2001,
322,322,Randall Washington,,9.0,Management,10/12/1956,"Indiana, PA",Female,University of California-Los Angeles,Engineering Physics,Aerospace Engineering,,,1,41,0,0.2,"Mercury 4, Gemini 3, Apollo 1",,
323,323,Christopher Hood,2000.0,16.0,Retired,03/21/1965,"Milwaukee, WI",Male,Syracuse University; Stanford University; Webster University,Chemical Engineering,No Major,,US Air Force (Retired),4,366,5,22.8,STS 51-L (Challenger),,
324,324,Matthew Brown,2004.0,18.0,Retired,09/12/1965,"Arlington, VA",Male,Cornell University,Engineering Science,Physical Chemistry,,,4,1083,6,35.3,"STS 61-B (Atlantis), STS-30 (Atlantis)",,
325,325,Michael Sandoval,,15.0,Retired,12/25/1956,"Sluiskil, Netherlands",Male,US Military Academy; University of Michigan,Mechanical Engineering,Public Administration,,US Navy (Retired),1,316,4,19.1,"STS-44 (Atlantis), STS-54 (Endeavor), STS-77 (Endeavor)",,
326,326,Sierra Lucas,1996.0,16.0,Retired,04/03/1961,"Creve Couer, MO",Male,US Naval Academy; US Naval Postgraduate School,Aerospace Engineering,Physical Chemistry,,,2,733,3,11.1,,,
327,327,Jason Lane,1977.0,9.0,Retired,08/05/1936,"Del Norte, CO",Male,US Air Force Academy; Texas A&M University,Aerospace Engineering,Aeronautical Science,Major General,US Air Force,2,61,6,28.3,STS-102 (Discovery),,
